condition,unit_a,unit_b,dissimilarity
ai_substitution,ltv_002,spo_001,0.019467522855714625
ai_substitution,ltv_002,spo_002,0.05549342015373426
ai_substitution,ltv_002,roi_001,0.012227700609610093
ai_substitution,ltv_002,roi_002,0.012455959766590863
ai_substitution,ltv_002,tp_001,0.02535604946514436
ai_substitution,ltv_002,tp_002,0.014911690282618295
ai_substitution,ltv_002,wac_001,0.017584780931181876
ai_substitution,ltv_002,wac_002,0.02632798885880072
ai_substitution,mos_001,mos_002,0.0038837132578897204
ai_substitution,mos_001,mkp_001,0.040063002407492165
ai_substitution,mos_001,mkp_002,0.037478249399955366
ai_substitution,mos_001,mix_001,0.040707750106227514
ai_substitution,mos_001,mix_002,0.05826827118282141
ai_substitution,mos_001,npv_001,0.01819151374602601
ai_substitution,mos_001,npv_002,0.007041103410367455
ai_substitution,mos_001,dol_001,0.02414581333789434
ai_substitution,mos_001,dol_002,0.015247363493055555
ai_substitution,mos_001,pbp_001,0.01359383301232897
ai_substitution,mos_001,pbp_002,0.008838221919307165
ai_substitution,mos_001,pel_001,0.03028309750114977
ai_substitution,mos_001,pel_002,0.017528601643664876
ai_substitution,mos_001,spo_001,0.015824262558196356
ai_substitution,mos_001,spo_002,0.029429614440574903
ai_substitution,mos_001,roi_001,0.004623268105129363
ai_substitution,mos_001,roi_002,0.006403113369547797
ai_substitution,mos_001,tp_001,0.003745258317482736
ai_substitution,mos_001,tp_002,0.005875514786959912
ai_substitution,mos_001,wac_001,0.024410081049952348
ai_substitution,mos_001,wac_002,0.020312652385231167
ai_substitution,mos_002,mkp_001,0.05323711294356259
ai_substitution,mos_002,mkp_002,0.05119969508869415
ai_substitution,mos_002,mix_001,0.054062460815886504
ai_substitution,mos_002,mix_002,0.07524769872213766
ai_substitution,mos_002,npv_001,0.03222648463763278
ai_substitution,mos_002,npv_002,0.0160078795109857
ai_substitution,mos_002,dol_001,0.0344235100783411
ai_substitution,mos_002,dol_002,0.020377208919245215
ai_substitution,mos_002,pbp_001,0.023605585452098787
ai_substitution,mos_002,pbp_002,0.016727254478497766
ai_substitution,mos_002,pel_001,0.04178446550722914
ai_substitution,mos_002,pel_002,0.02427186011656368
ai_substitution,mos_002,spo_001,0.013401913433405577
ai_substitution,mos_002,spo_002,0.0160875077921514
ai_substitution,mos_002,roi_001,0.012502444414942637
ai_substitution,mos_002,roi_002,0.015046600066084714
ai_substitution,mos_002,tp_001,0.003951053269112603
ai_substitution,mos_002,tp_002,0.008602022961914813
ai_substitution,mos_002,wac_001,0.025638054757784468
ai_substitution,mos_002,wac_002,0.017535064617999252
ai_substitution,mkp_001,mkp_002,0.001047284663652337
ai_substitution,mkp_001,mix_001,0.0015885891163033294
ai_substitution,mkp_001,mix_002,0.0068309283111027685
ai_substitution,mkp_001,npv_001,0.01901446712797461
ai_substitution,mkp_001,npv_002,0.024091857656936222
ai_substitution,mkp_001,dol_001,0.008303627380025325
ai_substitution,mkp_001,dol_002,0.020737733051849117
ai_substitution,mkp_001,pbp_001,0.03379749075327576
ai_substitution,mkp_001,pbp_002,0.03635225571928402
ai_substitution,mkp_001,pel_001,0.0058038733059896375
ai_substitution,mkp_001,pel_002,0.019385732894378838
ai_substitution,mkp_001,spo_001,0.03525907527811645
ai_substitution,mkp_001,spo_002,0.09018478082882198
ai_substitution,mkp_001,roi_001,0.0237375361027784
ai_substitution,mkp_001,roi_002,0.02271524218374832
ai_substitution,mkp_001,tp_001,0.03578216016386093
ai_substitution,mkp_001,tp_002,0.026557774896300845
ai_substitution,mkp_001,wac_001,0.0326915108185486
ai_substitution,mkp_001,wac_002,0.04789220967096408
ai_substitution,mkp_002,mix_001,0.0034951720961212684
ai_substitution,mkp_002,mix_002,0.007041741234011023
ai_substitution,mkp_002,npv_001,0.019941466944024766
ai_substitution,mkp_002,npv_002,0.02370889784166741
ai_substitution,mkp_002,dol_001,0.006590467040441306
ai_substitution,mkp_002,dol_002,0.018913151971520104
ai_substitution,mkp_002,pbp_001,0.03568264432334933
ai_substitution,mkp_002,pbp_002,0.0370925765574881
ai_substitution,mkp_002,pel_001,0.0036509454062884084
ai_substitution,mkp_002,pel_002,0.014798820385598321
ai_substitution,mkp_002,spo_001,0.036503668992299065
ai_substitution,mkp_002,spo_002,0.0892776253010894
ai_substitution,mkp_002,roi_001,0.020760691936074327
ai_substitution,mkp_002,roi_002,0.02031929715542924
ai_substitution,mkp_002,tp_001,0.03464898763117974
ai_substitution,mkp_002,tp_002,0.024293883502559233
ai_substitution,mkp_002,wac_001,0.0318948267909539
ai_substitution,mkp_002,wac_002,0.046195817418498875
ai_substitution,mix_001,mix_002,0.006524798810893406
ai_substitution,mix_001,npv_001,0.01908320514698414
ai_substitution,mix_001,npv_002,0.022892674933747914
ai_substitution,mix_001,dol_001,0.009719608666258539
ai_substitution,mix_001,dol_002,0.02195283402449799
ai_substitution,mix_001,pbp_001,0.033212916595963815
ai_substitution,mix_001,pbp_002,0.03538360772063642
ai_substitution,mix_001,pel_001,0.006676486105097745
ai_substitution,mix_001,pel_002,0.02101553385128352
ai_substitution,mix_001,spo_001,0.0354612642818698
ai_substitution,mix_001,spo_002,0.09006768828049616
ai_substitution,mix_001,roi_001,0.025544465778478687
ai_substitution,mix_001,roi_002,0.02380087499678707
ai_substitution,mix_001,tp_001,0.03497072549622937
ai_substitution,mix_001,tp_002,0.028772708828077254
ai_substitution,mix_001,wac_001,0.03189030818998129
ai_substitution,mix_001,wac_002,0.04594026421429942
ai_substitution,mix_002,npv_001,0.03231624740801209
ai_substitution,mix_002,npv_002,0.034366169410367076
ai_substitution,mix_002,dol_001,0.010530211527612465
ai_substitution,mix_002,dol_002,0.02602020965618812
ai_substitution,mix_002,pbp_001,0.045034044019451214
ai_substitution,mix_002,pbp_002,0.04690532833961425
ai_substitution,mix_002,pel_001,0.0073902803205562195
ai_substitution,mix_002,pel_002,0.02442894718714783
ai_substitution,mix_002,spo_001,0.05718851045269813
ai_substitution,mix_002,spo_002,0.1165150656308821
ai_substitution,mix_002,roi_001,0.03936931324858706
ai_substitution,mix_002,roi_002,0.03193843451107481
ai_substitution,mix_002,tp_001,0.054741381851661886
ai_substitution,mix_002,tp_002,0.040272649666387106
ai_substitution,mix_002,wac_001,0.05020304427171829
ai_substitution,mix_002,wac_002,0.06593354601877299
ai_substitution,npv_001,npv_002,0.005817901096620948
ai_substitution,npv_001,dol_001,0.019084047590513853
ai_substitution,npv_001,dol_002,0.02196248179431648
ai_substitution,npv_001,pbp_001,0.011120002855794175
ai_substitution,npv_001,pbp_002,0.013319924079436385
ai_substitution,npv_001,pel_001,0.02098189376854298
ai_substitution,npv_001,pel_002,0.02340632940729226
ai_substitution,npv_001,spo_001,0.027520411551110846
ai_substitution,npv_001,spo_002,0.06855473216855312
ai_substitution,npv_001,roi_001,0.00948655044230251
ai_substitution,npv_001,roi_002,0.011485912703671164
ai_substitution,npv_001,tp_001,0.022635949096445396
ai_substitution,npv_001,tp_002,0.022459834833602588
ai_substitution,npv_001,wac_001,0.024822524818194358
ai_substitution,npv_001,wac_002,0.03526994862987276
ai_substitution,npv_002,dol_001,0.01419273986429892
ai_substitution,npv_002,dol_002,0.011036979210268694
ai_substitution,npv_002,pbp_001,0.006061484317991805
ai_substitution,npv_002,pbp_002,0.00414406197035222
ai_substitution,npv_002,pel_001,0.017852167551959064
ai_substitution,npv_002,pel_002,0.01449797931043506
ai_substitution,npv_002,spo_001,0.01930634838187628
ai_substitution,npv_002,spo_002,0.047067863880766114
ai_substitution,npv_002,roi_001,0.004833889231501742
ai_substitution,npv_002,roi_002,0.003652018782464128
ai_substitution,npv_002,tp_001,0.009857827394988528
ai_substitution,npv_002,tp_002,0.01011842646134875
ai_substitution,npv_002,wac_001,0.022171116182347572
ai_substitution,npv_002,wac_002,0.023888688849687756
ai_substitution,dol_001,dol_002,0.0066910583995314354
ai_substitution,dol_001,pbp_001,0.024665419851948256
ai_substitution,dol_001,pbp_002,0.022801345169895515
ai_substitution,dol_001,pel_001,0.0024949291312647004
ai_substitution,dol_001,pel_002,0.005571846419437088
ai_substitution,dol_001,spo_001,0.030527407373715176
ai_substitution,dol_001,spo_002,0.06988520446494517
ai_substitution,dol_001,roi_001,0.013863710435455423
ai_substitution,dol_001,roi_002,0.00859522612318997
ai_substitution,dol_001,tp_001,0.02368923003290091
ai_substitution,dol_001,tp_002,0.012988277522989367
ai_substitution,dol_001,wac_001,0.030396973425609763
ai_substitution,dol_001,wac_002,0.038751931045689414
ai_substitution,dol_002,pbp_001,0.01687850506103805
ai_substitution,dol_002,pbp_002,0.013839518136793072
ai_substitution,dol_002,pel_001,0.01222089815570404
ai_substitution,dol_002,pel_002,0.0077313043447587715
ai_substitution,dol_002,spo_001,0.016689440729388827
ai_substitution,dol_002,spo_002,0.042670593906456
ai_substitution,dol_002,roi_001,0.012748693231767083
ai_substitution,dol_002,roi_002,0.00857157457637725
ai_substitution,dol_002,tp_001,0.01613464136671272
ai_substitution,dol_002,tp_002,0.005720938120352348
ai_substitution,dol_002,wac_001,0.022045098110815564
ai_substitution,dol_002,wac_002,0.024464112414592787
ai_substitution,pbp_001,pbp_002,0.0015842022533900657
ai_substitution,pbp_001,pel_001,0.03216672695992173
ai_substitution,pbp_001,pel_002,0.031114527328033215
ai_substitution,pbp_001,spo_001,0.024074947567595317
ai_substitution,pbp_001,spo_002,0.05478369565115726
ai_substitution,pbp_001,roi_001,0.015918951446648344
ai_substitution,pbp_001,roi_002,0.011981493847854185
ai_substitution,pbp_001,tp_001,0.018903989283343803
ai_substitution,pbp_001,tp_002,0.016628990494249152
ai_substitution,pbp_001,wac_001,0.03786238221434768
ai_substitution,pbp_001,wac_002,0.03940951270254234
ai_substitution,pbp_002,pel_001,0.03053629221721721
ai_substitution,pbp_002,pel_002,0.0260294026249549
ai_substitution,pbp_002,spo_001,0.0224364589352839
ai_substitution,pbp_002,spo_002,0.04670495306264144
ai_substitution,pbp_002,roi_001,0.012784072669523527
ai_substitution,pbp_002,roi_002,0.008179859758706054
ai_substitution,pbp_002,tp_001,0.013444821546442554
ai_substitution,pbp_002,tp_002,0.012165956639388353
ai_substitution,pbp_002,wac_001,0.035786782227828384
ai_substitution,pbp_002,wac_002,0.034615540020098035
ai_substitution,pel_001,pel_002,0.006543021699407348
ai_substitution,pel_001,spo_001,0.03429554120042522
ai_substitution,pel_001,spo_002,0.07764083397013377
ai_substitution,pel_001,roi_001,0.016382282954942706
ai_substitution,pel_001,roi_002,0.013780242055243308
ai_substitution,pel_001,tp_001,0.027863903361172948
ai_substitution,pel_001,tp_002,0.018607607307837837
ai_substitution,pel_001,wac_001,0.02914868961749395
ai_substitution,pel_001,wac_002,0.038503446340283576
ai_substitution,pel_002,spo_001,0.027060991006530255
ai_substitution,pel_002,spo_002,0.05342271337269544
ai_substitution,pel_002,roi_001,0.009421966460663178
ai_substitution,pel_002,roi_002,0.008278651430018713
ai_substitution,pel_002,tp_001,0.018430715993226654
ai_substitution,pel_002,tp_002,0.010901915901283199
ai_substitution,pel_002,wac_001,0.02117254928583212
ai_substitution,pel_002,wac_002,0.02522726241187745
ai_substitution,spo_001,spo_002,0.0160664793739711
ai_substitution,spo_001,roi_001,0.01788054649709947
ai_substitution,spo_001,roi_002,0.023913040161361643
ai_substitution,spo_001,tp_001,0.011352115570538057
ai_substitution,spo_001,tp_002,0.01165622134557498
ai_substitution,spo_001,wac_001,0.00996298727984346
ai_substitution,spo_001,wac_002,0.009344929452714035
ai_substitution,spo_002,roi_001,0.04271636065051376
ai_substitution,spo_002,roi_002,0.05012710572129342
ai_substitution,spo_002,tp_001,0.024698384087488368
ai_substitution,spo_002,tp_002,0.030097226481244577
ai_substitution,spo_002,wac_001,0.03003119078766825
ai_substitution,spo_002,wac_002,0.016717964340457803
ai_substitution,roi_001,roi_002,0.0034426175047218566
ai_substitution,roi_001,tp_001,0.00796961533779883
ai_substitution,roi_001,tp_002,0.007233150120417475
ai_substitution,roi_001,wac_001,0.018476898007574016
ai_substitution,roi_001,wac_002,0.021002452767634683
ai_substitution,roi_002,tp_001,0.010096749654009751
ai_substitution,roi_002,tp_002,0.006450191283637996
ai_substitution,roi_002,wac_001,0.027917151060075307
ai_substitution,roi_002,wac_002,0.029925063078012792
ai_substitution,tp_001,tp_002,0.005127134880978157
ai_substitution,tp_001,wac_001,0.021158737257038873
ai_substitution,tp_001,wac_002,0.016326030320400586
ai_substitution,tp_002,wac_001,0.02225135111541454
ai_substitution,tp_002,wac_002,0.020564735500524067
ai_substitution,wac_001,wac_002,0.004686639821226635
