level,key,metric,contrast,estimate,se,ci_low,ci_high,n_units,p,q_fdr,ci_excludes_0
network,Default,peak,S-U,-0.035578215982989936,0.005663034551734247,-0.046539023716189,-0.02489910088214445,30,3.3309503401748203e-10,1.1658326190611872e-09,True
network,Default,sustained,S-T,0.04386109071980771,0.009027857876559547,0.024824575089975192,0.06034033882308941,30,1.183284866205926e-06,2.07074851586037e-06,True
network,Default,sustained,U-T,-0.007691665217687315,0.00941597089878898,-0.027348808552585105,0.010386864432120895,30,0.41400023078787906,0.7245004038787883,False
network,Default,sustained,S-U,0.051552755937495025,0.007915023134387014,0.03593602535611926,0.06743215298445068,30,7.352763315800433e-11,1.286733580265076e-10,True
network,Default,time_to_peak,S-T,3.3333333333333535,8.822850877987044,-13.767500000000002,21.103333333333346,30,0.705574098562469,0.705574098562469,False
network,Default,time_to_peak,U-T,39.80000000000001,9.952174843978474,20.56583333333334,58.87083333333333,30,6.357685998135787e-05,0.00022251900993475255,True
network,Default,time_to_peak,S-U,-36.466666666666654,8.60541554484506,-53.73500000000001,-19.265000000000008,30,2.2587998802956964e-05,7.905799581034937e-05,True
network,DorsAttn,auc,S-T,-3.3695247620005615,0.39168057976257925,-4.15291683112397,-2.6002960212403132,30,7.78376409363387e-18,5.4486348655437095e-17,True
network,DorsAttn,auc,U-T,0.16861786099809284,0.3424372813412755,-0.4933660786590265,0.8177226071656286,30,0.6224330003701914,0.6796158838380738,False
network,DorsAttn,auc,S-U,-3.538142622998654,0.3275958871402164,-4.190459953627061,-2.921378377654043,30,3.429808251104692e-27,2.4008657757732846e-26,True
network,DorsAttn,mean,S-T,-0.02026866714698658,0.002301418694751796,-0.024980661273106258,-0.01578356205851306,30,1.2850348640316142e-18,8.9952440482213e-18,True
network,DorsAttn,mean,U-T,0.00041792215667573325,0.002024806874540687,-0.0035416292119399163,0.00426232518121531,30,0.8364776924765214,0.8364776924765215,False
network,DorsAttn,mean,S-U,-0.020686589303662312,0.0018776241414476358,-0.0243996310722004,-0.017075698125951784,30,3.1492829115277046e-28,2.2044980380693932e-27,True
network,DorsAttn,peak,S-T,-0.009436753502898633,0.01079122982177953,-0.032349027968305175,0.01163515865713184,30,0.3818549475884214,0.5010132806773454,False
network,DorsAttn,peak,U-T,0.013632180047145934,0.009447096041378007,-0.004487661397714577,0.032222244007140695,30,0.1490198611597136,0.1490198611597136,False
network,DorsAttn,peak,S-U,-0.023068933550044565,0.008536978066483732,-0.041624926903758255,-0.008226761912795429,30,0.006887475696471626,0.00803538831255023,True
network,DorsAttn,sustained,S-T,-0.0752886305385517,0.008341073123912987,-0.09233407597461055,-0.05971705843022675,30,1.7765165386569426e-19,1.2435615770598598e-18,True
network,DorsAttn,sustained,U-T,-0.005062025750358922,0.010881208386415011,-0.02790492407133735,0.014708397619789898,30,0.6417824734833697,0.8984954628767176,False
network,DorsAttn,sustained,S-U,-0.07022660478819277,0.007718628038981379,-0.08575512126549055,-0.05503592181706478,30,9.173362532325641e-20,3.2106768863139747e-19,True
network,DorsAttn,time_to_peak,S-T,-12.333333333333341,7.293564506806038,-26.96666666666668,1.1008333333333267,30,0.09083900879626576,0.2119576871912868,False
network,DorsAttn,time_to_peak,U-T,-6.8000000000000025,6.479391847698725,-19.53333333333334,5.4008333333333285,30,0.2939566985726485,0.34294948166809,False
network,DorsAttn,time_to_peak,S-U,-5.5333333333333385,8.106396782099846,-20.167500000000004,10.839999999999964,30,0.49486689402994055,0.5773447097015972,False
network,Limbic,auc,S-T,0.12123880147505782,0.12834087734147778,-0.13716468502417267,0.37549412387500386,30,0.3448312577311159,0.34483125773111595,False
network,Limbic,auc,U-T,0.2068642164991482,0.1294107842297264,-0.03605406174440926,0.4644200255381467,30,0.10992989318989027,0.192377313082308,False
network,Limbic,auc,S-U,-0.08562541502409039,0.10266032311946845,-0.2900813851487089,0.11868247155488487,30,0.4042441776068979,0.47161820720804754,False
network,Limbic,mean,S-T,0.0009577503466973286,0.000770326639622759,-0.0006331267926552647,0.0025126916494924785,30,0.21375575696765003,0.21375575696765003,False
network,Limbic,mean,U-T,0.000929697000245019,0.0007558774804999643,-0.0004888399369750448,0.0024320352128847198,30,0.21871310746361916,0.38274793806133356,False
network,Limbic,mean,S-U,2.8053346452309546e-05,0.0005966160589177303,-0.0011354085555291482,0.0011924835666648073,30,0.9624966738128867,0.9624966738128867,False
network,Limbic,peak,S-T,0.0017585710569634207,0.00261343555633212,-0.0036035595549870148,0.006476686520771246,30,0.5010132806773454,0.5010132806773454,False
network,Limbic,peak,U-T,0.012319080076862188,0.002521150214795771,0.007355449819830863,0.0170407561044282,30,1.0275195451480435e-06,2.397545605345435e-06,True
network,Limbic,peak,S-U,-0.010560509019898768,0.002336468941750902,-0.015216373506883912,-0.006116064151593531,30,6.188097539002301e-06,1.4438894257672036e-05,True
network,Limbic,sustained,S-T,0.08824037727490287,0.011100922170147654,0.0660358507416162,0.10919746220086896,30,1.881397057743563e-15,6.584889702102471e-15,True
network,Limbic,sustained,U-T,0.0017957190256444602,0.009281325476554197,-0.015849731046127146,0.02035744398640298,30,0.8465857531835671,0.9081673872300763,False
network,Limbic,sustained,S-U,0.08644465824925841,0.010165621526810659,0.06717648009782061,0.10683955436272868,30,1.8375659360731446e-17,4.287653850837338e-17,True
network,Limbic,time_to_peak,S-T,6.400000000000003,7.238782588868575,-7.667500000000001,20.967500000000005,30,0.37662789321522316,0.4393992087510937,False
network,Limbic,time_to_peak,U-T,5.133333333333333,7.928322220646374,-10.235833333333336,21.266666666666673,30,0.5173292289356091,0.5173292289356091,False
network,Limbic,time_to_peak,S-U,1.2666666666666702,5.949103975684173,-9.866666666666667,13.300833333333328,30,0.8313915324631806,0.8313915324631805,False
network,SalVentAttn,auc,S-T,-2.293448876949397,0.33853567298246307,-2.9644311728001216,-1.619879787762514,30,1.2473790790572541e-11,4.365826776700389e-11,True
network,SalVentAttn,auc,U-T,0.31894735314568057,0.2669402783017068,-0.1959958991433286,0.8493220002741579,30,0.2321547735493259,0.3250166829690563,False
network,SalVentAttn,auc,S-U,-2.6123962300950776,0.258340449722921,-3.12418902915634,-2.1261106905376628,30,4.876502672301769e-24,1.706775935305619e-23,True
network,SalVentAttn,mean,S-T,-0.013689091194816759,0.0020015032459503412,-0.017701097160258868,-0.00973382028118382,30,7.952280418644692e-12,2.7832981465256422e-11,True
network,SalVentAttn,mean,U-T,0.0012680249194100045,0.0015657176712939621,-0.0017664188851333085,0.00432789438489254,30,0.4180159422505326,0.5852223191507456,False
network,SalVentAttn,mean,S-U,-0.014957116114226763,0.001462951499958411,-0.01785813378737151,-0.01217554252242855,30,1.549268092707747e-24,5.4224383244771145e-24,True
network,SalVentAttn,peak,S-T,-0.01449099729341578,0.005909932438152664,-0.025609978690464847,-0.002489811692676247,30,0.01420751535141735,0.09945260745992146,True
network,SalVentAttn,peak,U-T,0.011939331871499526,0.005719017570724809,0.0007371321807112191,0.022739180587403342,30,0.03682902611172701,0.051560636556417815,True
network,SalVentAttn,peak,S-U,-0.026430329164915306,0.0063208826324308055,-0.03957976200102379,-0.014803276630709631,30,2.896812555457397e-05,5.069421972050445e-05,True
network,SalVentAttn,sustained,S-T,-0.05086806014518924,0.00705474066052986,-0.06466791707160927,-0.03688035541624328,30,5.575535114632816e-13,1.3009581934143237e-12,True
network,SalVentAttn,sustained,U-T,0.011644853838537073,0.006579355070986287,-0.0012189624423684764,0.02435946095439617,30,0.07674245111613377,0.1790657192709788,False
network,SalVentAttn,sustained,S-U,-0.06251291398372631,0.00686545339688825,-0.0762289036398558,-0.04949579318822324,30,8.592437927797033e-20,3.2106768863139747e-19,True
network,SalVentAttn,time_to_peak,S-T,-28.43333333333334,9.601676314328332,-48.00083333333335,-11.066666666666674,30,0.0030635485595671133,0.021444839916969792,True
network,SalVentAttn,time_to_peak,U-T,-10.700000000000003,8.395327181720363,-26.867500000000007,5.10083333333333,30,0.20247971235566742,0.34294948166809,False
network,SalVentAttn,time_to_peak,S-U,-17.733333333333338,8.918471257159634,-36.30166666666668,-0.6666666666666696,30,0.04676938838540505,0.08184642967445883,True
network,SomMot,auc,S-T,-0.9503415752147145,0.28439605295047515,-1.5185834518005552,-0.38887009082980245,30,0.000832930755423241,0.0011661030575925372,True
network,SomMot,auc,U-T,0.5461621839084475,0.2172776649562883,0.1243638419337599,0.9629961323103283,30,0.011948555124743696,0.02787996195773529,True
network,SomMot,auc,S-U,-1.496503759123162,0.1848621148399454,-1.8645682576319926,-1.152231101165346,30,5.715010490716329e-16,1.3335024478338103e-15,True
network,SomMot,mean,S-T,-0.00571788769701436,0.0016929764571553666,-0.009096236925021869,-0.0024498051980425544,30,0.0007316999549764285,0.0010243799369669998,True
network,SomMot,mean,U-T,0.0026260171643188663,0.001274122635618379,0.00010960693396266551,0.005022141937000463,30,0.03929926552021188,0.09169828621382771,True
network,SomMot,mean,S-U,-0.008343904861333226,0.0010856939928854839,-0.010490544745353084,-0.006271827510409043,30,1.526160259348688e-14,2.670780453860204e-14,True
network,SomMot,peak,S-T,0.002735463902018481,0.0036901876260987516,-0.004169024513835255,0.009853382115631767,30,0.4585234198076028,0.5010132806773454,False
network,SomMot,peak,U-T,0.029454886795732882,0.0047334234594044395,0.020178411536148577,0.03879647065857395,30,4.885312928035431e-10,3.4197190496248016e-09,True
network,SomMot,peak,S-U,-0.0267194228937144,0.003999216239045926,-0.03470888598707277,-0.01906851458193452,30,2.3705041226406844e-11,1.659352885848479e-10,True
network,SomMot,sustained,S-T,-0.009629491940159359,0.008286764530461461,-0.02567530471675457,0.006376547122610182,30,0.2452221541356625,0.2452221541356625,False
network,SomMot,sustained,U-T,0.0010334015243848949,0.008958802708904689,-0.016393707507264675,0.018832444166186502,30,0.9081673872300763,0.9081673872300763,False
network,SomMot,sustained,S-U,-0.010662893464544253,0.008128337569101524,-0.027340674124728234,0.005179161029707906,30,0.18958180205325914,0.22117876906213566,False
network,SomMot,time_to_peak,S-T,10.366666666666685,11.526450708764685,-11.934999999999995,32.136666666666684,30,0.3684499453058375,0.4393992087510937,False
network,SomMot,time_to_peak,U-T,70.50000000000003,11.221467380196078,49.83250000000001,92.80166666666668,30,3.32955235093514e-10,2.330686645654598e-09,True
network,SomMot,time_to_peak,S-U,-60.13333333333334,10.888757659241064,-82.0016666666667,-39.963333333333345,30,3.341802406062756e-08,2.339261684243929e-07,True
network,Vis,auc,S-T,-0.8971408870586072,0.3251467094167848,-1.5441944057884174,-0.2788610625736734,30,0.005794519547270584,0.006760272805149015,True
network,Vis,auc,U-T,1.0694987320324192,0.28942198456882184,0.5084457575276359,1.6102315111773975,30,0.00021963425938217846,0.0015374398156752492,True
network,Vis,auc,S-U,-1.9666396190910262,0.2517772008724482,-2.468195809269529,-1.4733971450461765,30,5.6721885129255836e-15,9.926329897619771e-15,True
network,Vis,mean,S-T,-0.0050836605047070455,0.001983176824206904,-0.009069068703320773,-0.0013968630281823767,30,0.010365480842357283,0.012093060982750163,True
network,Vis,mean,U-T,0.007010929070037924,0.0018108458002903173,0.003461281804877529,0.010419011898744378,30,0.00010810895749216596,0.0007567627024451617,True
network,Vis,mean,S-U,-0.01209458957474497,0.0015165486604951507,-0.015051379590558946,-0.00915924894480218,30,1.5228809841821564e-15,3.553388963091698e-15,True
network,Vis,peak,S-T,0.007841157448804115,0.008623127914194735,-0.009012654541170777,0.0242261467091358,30,0.36318278021650485,0.5010132806773454,False
network,Vis,peak,U-T,0.021142967296416636,0.008076856934685158,0.004252905399629125,0.03528000147697253,30,0.00885188492307555,0.015490798615382214,True
network,Vis,peak,S-U,-0.013301809847612521,0.006573808253786764,-0.02583508591788711,-0.00043083869025042166,30,0.04302618546675486,0.04302618546675486,True
network,Vis,sustained,S-T,0.020752629948258116,0.009216124481831059,0.0013889897145139254,0.03797144459213899,30,0.024336554380472997,0.028392646777218495,True
network,Vis,sustained,U-T,0.02515495072780759,0.009183760466480848,0.006548011364428467,0.0426845304886337,30,0.006161349947283414,0.02156472481549195,True
network,Vis,sustained,S-U,-0.004402320779549475,0.005906073158309446,-0.015722145981126995,0.007031297543113757,30,0.456036713106974,0.456036713106974,False
network,Vis,time_to_peak,S-T,17.700000000000014,10.027245512915695,-2.0333333333333203,37.101666666666674,30,0.07753172990471026,0.2119576871912868,False
network,Vis,time_to_peak,U-T,26.66666666666668,8.96634370803276,9.698333333333336,43.93583333333333,30,0.002938638369614476,0.006856822862433778,True
network,Vis,time_to_peak,S-U,-8.966666666666665,11.183595518122411,-31.466666666666665,12.1675,30,0.4226862590833509,0.5773447097015972,False
stimulus,all,dispersion,S-T,5.0112114440536987e-05,0.00015787270985084134,-0.0002578139044925041,0.0003533549290277433,30,0.7509241699489455,0.7509241699489455,False
stimulus,all,dispersion,U-T,-0.0006248673655175564,0.0001805654497472661,-0.0009891872704256295,-0.0002889952937877169,30,0.0005389445173654536,0.0005389445173654536,True
stimulus,all,dispersion,S-U,0.0006749794799580934,0.00010468786541201818,0.0004623683575934153,0.0008714307097442142,30,1.1367816811063445e-10,1.1367816811063445e-10,True
stimulus,all,entropy,S-T,-0.009628497739849782,0.002088802719072539,-0.01378553346599455,-0.005502208467122228,30,4.0348836120905e-06,4.0348836120905e-06,True
stimulus,all,entropy,U-T,0.004270108969527694,0.0014600031827082308,0.001534318155398929,0.00722842769060988,30,0.003447598631396181,0.003447598631396181,True
stimulus,all,entropy,S-U,-0.013898606709377476,0.0013874634918434464,-0.016606619370283612,-0.01124297611384258,30,1.279798077939324e-23,1.279798077939324e-23,True
stimulus,all,integration,S-T,-0.028702356544136682,0.010339449500970618,-0.049465970480120094,-0.009055408430645792,30,0.0055031476212621154,0.0055031476212621154,True
stimulus,all,integration,U-T,0.053539468698400434,0.011358263764454507,0.030635418763259554,0.07482111897843037,30,2.43256544517459e-06,2.43256544517459e-06,True
stimulus,all,integration,S-U,-0.08224182524253712,0.009375698387601952,-0.10128879603645823,-0.06437908863991942,30,1.7582016545020788e-18,1.7582016545020788e-18,True
