scenario,mediator,outcome,year,sc_full_median,sc_held_median,contribution,per_draw_median,per_draw_lo90,per_draw_hi90,per_draw_lo95,per_draw_hi95,small_full_sc
scaffolding_nofade,F,N_Vis,10,-12.329784768894923,-11.89525202200154,0.03524252491329816,0.03382898195792644,0.010671016356685836,0.09596052067973079,0.008309620108376886,0.10982931206775673,False
scaffolding_nofade,F,N_SomMot,10,-18.859598465009796,-18.395822362990657,0.02459098495016121,0.02389103656624242,0.007164676447292366,0.07334035458636136,0.005473034877108478,0.08526125348331479,False
scaffolding_nofade,F,N_DorsAttn,10,-36.382399927440645,-35.69411390556419,0.01891810389774018,0.01795155778837132,0.005401431043734333,0.05961987789494297,0.004078543443323744,0.07127332917094098,False
scaffolding_nofade,F,N_SalVentAttn,10,-31.444234190536292,-30.82711701560339,0.019625765766578485,0.01864242480467382,0.005601781961977408,0.06239260450033954,0.004200543521183254,0.07447839058518314,False
scaffolding_nofade,F,N_Limbic,10,0.22648898186003846,0.3282640669103157,-0.44935998305281943,-0.323894543337894,-1.8355761798618933,-0.08601797962793481,-1.9083975069315993,-0.06345109399546565,False
scaffolding_nofade,F,N_Cont,10,-20.708801578287368,-20.277151066487068,0.020843818999785713,0.020073771691414943,0.0060931273381135565,0.0646985203133843,0.0044789297667966145,0.07632568412825098,False
scaffolding_nofade,F,N_Default,10,10.511500142270602,10.492391960135938,0.0018178358822279472,0.002178096543201946,-0.001114455724888197,0.022190115571808246,-0.0012627095021114363,0.03220619971245716,False
scaffolding_nofade,D,N_Vis,10,-12.329784768894923,-12.28133787869793,0.003929256763606559,0.004294314834865198,0.0010156984194197747,0.012258100236840474,0.0008470811270853918,0.012428518378475657,False
scaffolding_nofade,D,N_SomMot,10,-18.859598465009796,-18.80626608943964,0.002827863788781304,0.0030443926430850365,0.0007477953441703655,0.009058684426940182,0.000623499287277668,0.009259791600481649,False
scaffolding_nofade,D,N_DorsAttn,10,-36.382399927440645,-36.303954893149864,0.002156125886341398,0.002381774278159221,0.0005099526699132107,0.0074468587721276,0.0004672238284254754,0.0076516273791651405,False
scaffolding_nofade,D,N_SalVentAttn,10,-31.444234190536292,-31.372746872974766,0.002273463463232983,0.00251172342457201,0.0005364853814823156,0.007708259137400213,0.0004736196979192476,0.007877229988366744,False
scaffolding_nofade,D,N_Limbic,10,0.22648898186003846,0.23565012505710609,-0.04044851595795884,-0.04271189999399505,-0.22170088938789725,-0.009334680638036634,-0.25284210298201826,-0.007272513320694093,False
scaffolding_nofade,D,N_Cont,10,-20.708801578287368,-20.657286550331758,0.0024875909772403837,0.002656283165383244,0.0005640739023822338,0.00789333572064858,0.0004878224216842226,0.00812104046752843,False
scaffolding_nofade,D,N_Default,10,10.511500142270602,10.508685636229485,0.00026775493535879935,0.0003228220205883092,-0.0005303549561440968,0.003699222895985895,-0.0007822462814624228,0.0042922640800046735,False
substitution,E,N_Vis,10,7.992666489896551,11.470099590750204,-0.4350779686916051,-0.2672132797221948,-1.5956369701277833,-0.06683005711012753,-2.029441885140191,-0.04140876108710353,False
substitution,E,N_SomMot,10,4.677874293569244,7.345832371044985,-0.5703355648405153,-0.42437111119361115,-6.599098971699858,1.7059655157748153,-15.824534825553238,5.7763265259249525,False
substitution,E,N_DorsAttn,10,-3.5221167999289804,-1.3030842461953602,0.6300280995162808,0.6231486806210838,0.525604732244599,1.0407348502626883,0.5004610843907119,1.117073925715125,False
substitution,E,N_SalVentAttn,10,-0.7917985810613886,1.5552683738011905,2.964222228987058,1.0360266356026895,-12.561421801009708,7.105899410770836,-67.76182076345967,10.049626354927083,False
substitution,E,N_Limbic,10,4.966528571462957,5.924060689509478,-0.19279706222740334,-0.1588984221557861,-0.5369012957367386,-0.07003266221207827,-0.6462587612669859,-0.04264397224165562,False
substitution,E,N_Cont,10,-0.4166131651650216,0.8961992737603519,3.1511544730118284,1.088851313604334,-13.014426404797526,10.100646896217189,-21.18222149499431,22.505850421354335,False
substitution,E,N_Default,10,9.941716762477611,10.575604848163891,-0.06376042496792134,-0.07259165984779725,-0.21191388805338204,-0.023766342628546933,-0.2568508592574829,-0.01567323881443038,False
substitution,F,N_Vis,10,7.992666489896551,8.250296585546828,-0.032233309869233784,-0.04044524208529787,-0.3141316989071667,-0.0046593896913052395,-0.38442953952290093,-0.002074394811148793,False
substitution,F,N_SomMot,10,4.677874293569244,4.92389453641476,-0.052592315955074964,-0.05976697577207346,-1.1654499017135758,0.29984176349078334,-3.3165893305317105,1.0609735338909032,False
substitution,F,N_DorsAttn,10,-3.5221167999289804,-3.1899102607398166,0.09432013702551323,0.10249569401876801,0.05399829747283223,0.15413503153856173,0.04290794160438527,0.1782825306500577,False
substitution,F,N_SalVentAttn,10,-0.7917985810613886,-0.4486949183619816,0.4333218963836536,0.18964758745740928,-2.128948860873357,1.1932702318699986,-10.427319749623969,1.3204901613741575,False
substitution,F,N_Limbic,10,4.966528571462957,5.117501833339187,-0.030398146251227276,-0.025433153498808703,-0.10295596212343273,-0.0049547330651489455,-0.11352491633247562,-0.004282474033152745,False
substitution,F,N_Cont,10,-0.4166131651650216,-0.16536405741666396,0.6030752956374703,0.23046597425291276,-2.4503139184833467,1.911102911510656,-4.045041702051828,4.475445871152489,False
substitution,F,N_Default,10,9.941716762477611,10.122723175348654,-0.018206756156462056,-0.015118515840220281,-0.046849007914323275,-0.0036333570584067727,-0.05757204844252803,-0.0023644534143696847,False
substitution,D,N_Vis,10,7.992666489896551,7.992666489896551,0.0,0.0,0.0,0.0,0.0,0.0,False
substitution,D,N_SomMot,10,4.677874293569244,4.677874293569244,0.0,0.0,0.0,0.0,0.0,1.7208456881689895e-16,False
substitution,D,N_DorsAttn,10,-3.5221167999289804,-3.5221167999289804,0.0,0.0,0.0,0.0,0.0,0.0,False
substitution,D,N_SalVentAttn,10,-0.7917985810613886,-0.7917985810613886,0.0,0.0,0.0,0.0,0.0,8.604228440844947e-17,False
substitution,D,N_Limbic,10,4.966528571462957,4.966528571462957,0.0,0.0,0.0,0.0,0.0,0.0,False
substitution,D,N_Cont,10,-0.4166131651650216,-0.4166131651650216,0.0,0.0,0.0,0.0,0.0,0.0,False
substitution,D,N_Default,10,9.941716762477611,9.941716762477611,0.0,0.0,0.0,0.0,0.0,0.0,False
free_choice,E,N_Vis,10,-1.4810268615773936,-1.5718364139454235,-0.06131526356740857,-0.059941726849690125,-0.15322345180233013,0.038282139622209964,-0.17866501940711768,0.04941852501455555,False
free_choice,E,N_SomMot,10,-4.030625753034375,-4.058288777870736,-0.006863208477129179,-0.008268246305072058,-0.02746183175639048,0.01731267664711255,-0.03742279012735394,0.0227726954579446,False
free_choice,E,N_DorsAttn,10,-10.886705739022005,-10.88278978083591,0.0003597009306551824,0.001297447078570324,-0.0046249338804304155,0.012541236145011136,-0.006195325578278459,0.014107662883509835,False
free_choice,E,N_SalVentAttn,10,-8.81472970831585,-8.836018203877908,-0.0024151047469980202,0.0013166213285897843,-0.005810104032071073,0.014365750819990291,-0.006946034305748465,0.017396340268315363,False
free_choice,E,N_Limbic,10,1.1616049505314785,1.1527789480510773,0.00759811024941226,0.03764297392176136,-0.05810913794625368,0.06263961755570403,-0.08187989828147314,0.0666066518900769,False
free_choice,E,N_Cont,10,-5.761657041388341,-5.8044416662970235,-0.0074257500231864615,-0.003701997029300741,-0.018523621037201583,0.013902803592527779,-0.023118848671849546,0.015066616424176477,False
free_choice,E,N_Default,10,5.070504576186346,4.989858631010206,0.015904915174496548,0.01859488710703372,-0.013654486313804583,0.02861316155615097,-0.019610043570549844,0.029705080930977876,False
free_choice,F,N_Vis,10,-1.4810268615773936,-1.448095222262,0.022235679966208788,0.023700427604994412,0.00639938838977011,0.06805064515493238,0.005988781280486685,0.08755790513724662,False
